"estimate","lb_ci","ub_ci","calculation","adjust"
11.2093084800878,9.72013736910726,12.6984795910684,"N_pos","unadjusted"
74.1204826401726,72.5840131994363,75.656952080909,"S_pos","unadjusted"
74.3039038592377,72.7571407038786,75.8506670145969,"S_N_pos","unadjusted"
3.12530196347176,2.49772911904901,3.75287480789451,"Negative_Positive","unadjusted"
100,100,100,"Positive_Positive","unadjusted"
3.21704789432807,2.59370822568158,3.84038756297455,"Negative_Positive_Non_vax","unadjusted"
1.39773299504554,-0.716321537647978,3.51178752773905,"Negative_Positive_Vax","unadjusted"
18.4692537184797,14.5937427090479,22.3447647279115,"Non_vax","unadjusted"
7.7596129547264,6.06692101249782,9.45230489695498,"Vax","unadjusted"
0.708862715653844,-0.207200371324749,1.62492580263244,"S1_neg","unadjusted"
14.8740900891591,12.9722360632855,16.7759441150327,"S1_pos","unadjusted"
2.77086831565606,-2.18724485800247,7.72898148931459,"Ratio","unadjusted"
12.3749315697465,10.6888505862696,14.0610125532234,"N_pos","adjusted"
3.22199437034402,2.51143892716803,3.93254981352002,"Negative_Positive","adjusted"
112.906224030092,112.906224030092,112.906224030092,"Positive_Positive","adjusted"
3.32587166704121,2.6201091433111,4.03163419077132,"Negative_Positive_Non_vax","adjusted"
1.26599269677528,-1.12759869062449,3.65958408417505,"Negative_Positive_Vax","adjusted"
20.5948436518952,16.2068822107446,24.9828050930459,"Non_vax","adjusted"
8.46909027239063,6.55257733869768,10.3856032060836,"Vax","adjusted"
0.486034591490831,-0.551157534538726,1.52322671752039,"S1_neg","adjusted"
16.5242993180787,14.3709672511794,18.6776313849779,"S1_pos","adjusted"
74.2462331775235,72.640322208622,75.852144146425,"S_N_pos","adjusted"
