"estimate","lb_ci","ub_ci","calculation","adjust"
13.0444961119952,11.5199334973389,14.5690587266514,"N_pos","unadjusted"
85.7709030107345,84.8668730809145,86.6749329405545,"S_pos","unadjusted"
86.7486654890569,85.793662347844,87.7036686302699,"S_N_pos","unadjusted"
2.38981441182663,1.51122092457318,3.26840789908008,"Negative_Positive","unadjusted"
100,100,100,"Positive_Positive","unadjusted"
3.88832314625591,2.31538237568243,5.4612639168294,"Negative_Positive_Non_vax","unadjusted"
1.8535311129524,0.847000856748925,2.86006136915588,"Negative_Positive_Vax","unadjusted"
20.5367685240943,16.6144851085885,24.4590519396001,"Non_vax","unadjusted"
10.7210138346524,8.94583903060378,12.4961886387011,"Vax","unadjusted"
6.8764925633207,4.44961435053355,9.30337077610784,"S1_neg","unadjusted"
14.0676124665726,12.3352386879517,15.7999862451934,"S1_pos","unadjusted"
2.13273436843048,0.702026993218212,3.56344174364275,"Ratio","unadjusted"
14.4527820897135,12.7266298606396,16.1789343187875,"N_pos","adjusted"
2.38925489180535,1.39448688956467,3.38402289404603,"Negative_Positive","adjusted"
112.906224030092,112.906224030092,112.906224030092,"Positive_Positive","adjusted"
4.08590819246703,2.30498086863982,5.86683551629425,"Negative_Positive_Non_vax","adjusted"
1.7820600131774,0.64243843996456,2.92168158639025,"Negative_Positive_Vax","adjusted"
22.9357414648459,18.4948230036111,27.3766599260807,"Non_vax","adjusted"
11.8220707803238,9.81216845453739,13.8319731061101,"Vax","adjusted"
7.46919678326073,4.72141771769695,10.2169758488245,"S1_neg","adjusted"
15.6111829051855,13.6497410917707,17.5726247186003,"S1_pos","adjusted"
86.8329093458422,85.7957001923421,87.8701184993423,"S_N_pos","adjusted"
